,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2004-10-01,"The Fox Theatre, Boulder, CO, USA",Lotus,['with Never Gonna Give You Up (Rick Astley) quote before Wife Soup'],"{'1': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '2': 'with Hysteria (Def Leppard) teases', '3': ""with Stairway to Heaven (Led Zeppelin) tease; ended with Sweet Child o' Mine (Guns N' Roses) tease"", '4': 'with Kyle Hollingsworth on keyboards; with Fox Sports Theme (Scott Schreer) tease and Shine On You Crazy Diamond (Pink Floyd) jam', '5': 'with Jeff Austin on mandolin', '6': '""lounge version""'}",,,,,,,,,,,,,
0,2004-10-02,"The Gothic Theatre, Englewood, CO, USA",,['with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Professor Wormbog'],"{'1': 'with E.T.I. (Blue Öyster Cult) tease', '2': 'with So What (Miles Davis) teases'}",,,,,,,,,,,,,
0,2004-10-07,"The Buskirk-Chumley Theater, Bloomington, IN, USA",,['with Chariots of Fire (Vangelis) tease and vocals after Mullet (Over)'],"{'1': ""with Since I've Been Loving You (Led Zeppelin) tease"", '2': 'with Immigrant Song (Led Zeppelin) jam', '3': 'with Bridgeless tesae', '4': 'with Thunderstruck (AC/DC) tease', '5': 'with The Next Movement (The Roots) tease', '6': 'began with Joel solo on baby grand piano with And So It Goes (Billy Joel) tease intro'}",,,,,,,,,,,,,
0,2004-10-08,"House of Blues, Chicago, IL, USA",,['last Rosanna 10.27.2000 (588 shows)'],"{'1': 'with Mike Mirro on vocals and breakdancing', '2': ""with Shhh/It's Peaceful (Miles Davis) and South Park theme (Primus) teases"", '3': 'with Greg Rzab on bass', '4': 'with Imperial March and Binary Sunset (both Star Wars) (both John Williams) teases', '5': 'with Weed Rap verse from Brendan and Close Encounters of the Third Kind theme (John Williams) teases', '6': 'second half only'}",,,,,,,,,,,,,
0,2004-10-09,"The Rave Underground, Milwaukee, WI, USA",,['with The Ocean (Led Zeppelin) tease before Der Bluten Kat'],"{'1': 'with Third Stone from the Sun (Jimi Hendrix) tease', '2': 'with My Name Is Mud (Primus) tease', '3': 'with The Ocean (Led Zeppelin) tease', '4': 'debut, The Eagles; one verse only', '5': 'with The End (The Doors) tease', '6': ""with Sweet Child o' Mine (Guns N' Roses) tease""}",,,,,,,,,,,,,
0,2004-10-19,"The Marquee Theatre, Tempe, AZ, USA",,['with Plunger tease before Much Obliged'],"{'1': 'with Let Me Blow Ya Mind (Eve) tease and Push the Pig jam', '2': 'with Plunger teases'}",,,,,,,,,,,,,
0,2004-10-20,"House of Blues, Las Vegas, NV, USA",DJ Harry,None,"{'1': ""with Rock and Roll Ain't Noise Pollution (AC/DC) tease""}",,,,,,,,,,,,,
0,2004-10-21,"The Key Club, Hollywood, CA, USA",Ohm,None,"{'1': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '2': 'ended with The Rain Song (Led Zeppelin) tease', '3': 'with Stairway to Heaven (Led Zeppelin), Imperial March (Star Wars) (John Williams), and The Woody Woodpecker theme (George Tibbles and Ramey Idriss) teases', '4': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '5': 'one verse only', '6': ""with Paradise City (Guns N' Roses) teases""}",,,,,,,,,,,,,
0,2004-10-22,"Great American Music Hall, San Francisco, CA, USA",DJ Harry,"[""last Franklin's Tower 04.24.1998 (790 shows)""]","{'1': 'debut, original', '2': 'with Phil Lesh replacing Ryan on bass for ending', '3': 'with Phil Lesh on bass and vocals', '4': 'with Crazy Train (Ozzy Osbourne) teases', '5': 'with Binary Sunset (Star Wars) (John Williams) tease from Joel', '6': 'with Merrily We Roll Along (Charlie Tobias, Murray Mencher, and Eddie Cantor) tease'}",,,,,,,,,,,,,
0,2004-10-23,"4th & B, San Diego, CA, USA",,"[""Stockholm Syndrome and Karl Denson's Tiny Universe followed Umphrey's""]",{},,,,,,,,,,,,,
0,2004-10-25,"Soho Restaurant and Music Club, Santa Barbara, CA, USA",,None,"{'1': 'with So What (Miles Davis) teases', '2': 'debut, Led Zeppelin; one verse only'}",,,,,,,,,,,,,
0,2004-10-27,"Arcata Community Center, Arcata, CA, USA",,None,{},,,,,,,,,,,,,
0,2004-10-28,"WOW Hall, Eugene, OR, USA",,None,"{'1': 'with Binary Sunset (from Star Wars) (John Williams) tease from Joel', '2': 'with Patrick Bayliss on vocals', '3': 'with Who Knows (Jimi Hendrix) teases', '4': 'with Smooth Criminal (Michael Jackson), Is There Anybody Out There? (Pink Floyd), Stairway to Heaven (Led Zeppelin), and Binary Sunset (Star Wars) (John Williams) teases'}",,,,,,,,,,,,,
0,2004-10-29,"Nuemo's, Seattle, WA, USA",,"[""with  (Don't Fear) the Reaper (Blue Öyster Cult) teases before Tribute to the Spinal Shaft and Nemo"", ""with The People's Court theme (Alan Taw) tease before The Crooked One and before and after Nopener"", 'with YYZ (Rush) tease before Nopener']","{'1': '""lounge version""'}",,,,,,,,,,,,,
0,2004-10-30,"The Aladdin Theater, Portland, OR, USA",,"[""Celebrity Criminal Celebration - Brendan was dressed as Courtney Love, Jake was Ozzy Osbourne, Joel was Jerry Lee Lewis, Ryan was Sid Vicious, Kris was Pee Wee Herman, Andy was Pete Rose, and Vince was dressed as Nick Nolte. The Halloween medley went something like: Rock and Roll Part 2 (Gary Glitter) > The Way You Make Me Feel (Michael Jackson) > Smooth Criminal (Michael Jackson) jam > Thriller  (Michael Jackson) jam > Cat Scratch Fever (Ted Nugent) > I Believe I Can Fly (R. Kelly) > Whole Lotta Shakin' Goin' On (Jerry Lee Lewis) > I Can't Explain (The Who) > Baba O'Riley (The Who) > Mike's Song (Phish) tease."", 'with Doll Parts (Hole) quote from Jake before the Halloween Medley', ""with Smooth Criminal tease from Ryan before Mama I'm Coming Home"", 'with The Gambler (Kenny Rogers) quote after Plunger']","{'1': 'with Patrick Bayliss, dressed as Brendan, on guitar and vocals', '2': ""with Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) quote from Brendan"", '3': 'debut, Black Sabbath', '4': 'debut, Ozzy Osbourne', '5': ""with Baba O'Riley (The Who) tease"", '6': 'started with Black Sabbath (Black Sabbath) tease and quotes', '7': 'debut, The Sex Pistols; with Joel on bass'}",,,,,,,,,,,,,
0,2004-11-03,"Majestic Theatre, Detroit, MI, USA",Bump,['with Lassie Theme (Les Baxter) whistling before Anchor Drops'],"{'1': 'ended with Eminence Front (The Who) jam', '2': 'with Stairway to Heaven (Led Zeppelin) teases'}",,,,,,,,,,,,,
0,2004-11-04,"The Intersection, Grand Rapids, MI, USA",,['with Born Under a Bad Sign (William Bell/Booker T. Jones) tease from Ryan before Roulette'],{},,,,,,,,,,,,,
0,2004-11-05,"MSU International Center, Michigan State University, East Lansing, MI, USA",,"['with Big Bottom (Spinal Tap) tease from Joel before Slacker', 'with Get In The Van tease from Ryan before Last Man Swerving', 'this was a free show for Michigan State students']","{'1': 'with Stairway to Heaven (Led Zeppelin) teases', '2': 'ended with Pick Your Nose jam', '3': 'with Norwegian Wood (The Beatles) jam'}",,,,,,,,,,,,,
0,2004-11-06,"The Newport Music Hall, Columbus, OH, USA",Ray's Music Exchange,None,"{'1': 'ended with America, Fuck Yeah (Trey Parker) quote and tease', '2': 'with Thriller and Smooth Criminal (both Michael Jackson) jams', '3': 'one verse only', '4': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '5': ""with Boyz-n-the-Hood (Eazy-E) and Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) quotes from Brendan and Let Me Blow Ya Mind (Eve) tease""}",,,,,,,,,,,,,
0,2004-11-10,"The Foundry Nightclub, Dayton, OH, USA",The Maji,['with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Dump City'],{'1': 'with The Safety Dance (Men Without Hats) tease and quote'},,,,,,,,,,,,,
0,2004-11-11,"The Odeon, Cleveland, OH, USA",Ray's Music Exchange,None,"{'1': ""with jam featuring all of Ray's Music Exchange (Nick Blasky replaced Ryan on bass)"", '2': 'with Jake on percussion', '3': 'debut, Ted Nugent'}",,,,,,,,,,,,,
0,2004-11-12,"The Egyptian Room, The Murat Centre, Indianapolis, IN, USA",,"['with Jeopardy! theme (Merv Griffin) tease from Joel before Plunger', 'last Rock and Roll Part 2 06.06.1998 (790 shows)']","{'1': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '2': 'parts I through IV'}",,,,,,,,,,,,,
0,2004-11-13,"Bogart's, Cincinnati, OH, USA",,['with The Safety Dance (Men Without Hats) tease before Hot for Teacher'],"{'1': '""Jimmy Stewart"" with lyrics', '2': 'with on Brad Myers on guitar and Nick Blasky on bass during jam, replacing Brendan and Ryan respectively', '3': 'with Oteil Burbridge replacing Ryan', '4': 'with Cat Scratch Fever (Ted Nugent) tease', '5': 'with Top Gun Anthem (Harold Faltermeyer) tease', '6': 'with Big Bottom (Spinal Tap) tease'}",,,,,,,,,,,,,
0,2004-12-01,"Blue Cat's, Knoxville, TN, USA",,None,{'1': 'with Dump City tease'},,,,,,,,,,,,,
0,2004-12-02,"The Orange Peel, Asheville, NC, USA",,"['the fire alarm went off during Partyin\' Peeps and the venue was evacuated; when the ""all clear"" was given, the show resumed with the second verse of Partyin\' Peeps', 'with Fire (Jimi Hendrix) tease before Prowler', 'with Crazy Train (Ozzy Osbourne) tease from Ryan before Bridgeless', 'with Firestarter (The Prodigy) teases and quotes before Dump City and Mail Package', 'last Burning Down the House 05.06.2000 (663 shows)']","{'1': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '2': 'with Firestarter (The Prodigy) quotes', '3': 'with Karl Engelmann', '4': 'with My Name Is Mud (Primus) tease', '5': 'one verse only', '6': 'with Firestarter (The Prodigy) quote'}",,,,,,,,,,,,,
0,2004-12-03,"Variety Playhouse, Atlanta, GA, USA",,"[""with The Safety Dance (Men Without Hats) tease after 40's Theme""]","{'1': ""with Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg) quote from Brendan"", '2': 'with Purple Haze (Jimi Hendrix) tease', '3': 'ended with Thunderstruck (AC/DC) tease', '4': ""with Sweet Child o' Mine (Guns N' Roses) tease"", '5': 'ended with Norwegian Wood (The Beatles) jam and Uninvited (Alanis Morisette) tease', '6': 'one verse; with Lose Yourself (Eminem) jam', '7': ""with Uninvited (Alanis Morisette), Sweet Child o' Mine (Guns N' Roses), and Sweet Home Alabama (Lynyrd Skynyrd) teases""}",1 review(s),,,,,,,,,,,,
0,2004-12-04,"Music Farm, Charleston, SC, USA",,None,"{'1': 'with Fox Sports Theme (Scott Schreer) tease', '2': ""with Rapper's Delight (The Sugarhill Gang) tease"", '3': 'with Entrance of the Gladiators (Julius Fučík) tease', '4': '""lounge version""', '5': 'began with Wanted Dead or Alive (Bon Jovi) tease'}",,,,,,,,,,,,,
0,2004-12-06,"Cat's Cradle, Carrboro, NC, USA",,None,"{'1': 'with Is There Anybody Out There? (Pink Floyd) tease', '2': 'with Entrance of the Gladiators (Julius Fučík) tease', '3': 'with Baker Street (Gerry Rafferty) tease'}",,,,,,,,,,,,,
0,2004-12-07,"Revolution Hall, Troy, NY, USA",,None,"{'1': 'with Rhiannon (Fleetwood Mac) jam with Dann Friedman on saxophone', '2': 'with Dann Friedman on saxophone', '3': 'with Vinnie Amico on percussion', '4': 'with Unskinny Bop (Poison) jam and lyrics', '5': 'debut, original', '6': 'with Purple Haze (Jimi Hendrix) teases'}",,,,,,,,,,,,,
0,2004-12-08,"Theater of Living Arts, Philadelphia, PA, USA",,"[""with You Really Got Me (Van Halen) tease after Mulche's Odyssey""]","{'1': 'with Thunderstruck (AC/DC) tease', '2': 'with Lay Down Sally (Eric Clapton) jam', '3': ""with Jesu, Joy of Man's Desiring (Bach) tease"", '4': 'with Carol of the Bells (Mykola Leontovych) jam and 3rd Planet (Modest Mouse) tease', '5': 'with Imperial March (Star Wars) (John Williams) tease'}",,,,,,,,,,,,,
0,2004-12-09,"Paradise Rock Club, Boston, MA, USA",,"['Cowboys From Hell was played in remembrance of ""Dimebag"" Darrell Abbott', 'with YYZ (Rush) tease from Ryan before Kimble']","{'1': 'with Feels So Good (Chuck Mangione) tease', '2': 'debut, Pantera; instrumental', '3': 'with My Name is Mud and South Park theme (both Primus) teases', '4': 'with Eleanor Rigby (The Beatles) jam'}",,,,,,,,,,,,,
0,2004-12-10,"Irving Plaza, New York, NY, USA",,['Proceeds from this concert benefited VH1 Save the Music.'],"{'1': 'ended with Thunderstruck (AC/DC) tease', '2': ""began with Rock and Roll Ain't Noise Pollution (AC/DC) tease"", '3': 'with Chad Ericksen from Emtybag Productions on bass, replacing Ryan (introduced as Nikki Sixx from Mötley Crüe)', '4': 'with Jeremy Piven on percussion with Andy', '5': 'with Keller Williams on mouth trumpet; with Weed Rap verse from Brendan and Milestones (Miles Davis) tease', '6': 'with JaJunk teases', '7': ""with Ilya Stemkovsky on percussion with Andy; ended with Sweet Child o' Mine (Guns N' Roses) tease""}",,,,,,,,,,,,,
0,2004-12-11,"9:30 Club, Washington, DC, USA",Brothers Past,"['last Sex Farm 10.31.2001 (473 shows)', ""with Thunderstruck quote and Rock and Roll Ain't Noise Pollution and Highway to Hell (all AC/DC) teases before Slacker""]","{'1': 'with 2nd Self teases', '2': 'began with Cowboys from Hell (Pantera) tease', '3': 'with Entrance of the Gladiators (Julius Fučík) and Hella Good (No Doubt) teases', '4': 'Part I with a Part II quote', '5': 'with Thunderstruck (AC/DC) jam', '6': 'one verse only', '7': 'began with Hells Bells (AC/DC) jam', '8': 'began with The Rain Song (Led Zeppelin) tease'}",,,,,,,,,,,,,
0,2004-12-30,"The Riviera Theatre, Chicago, IL, USA",Buckethead,"['The Best Show on Earth circus theme - with side shows, jugglers, and balloon animals', 'last Sister Christian 05.26.2001 (548 shows)']","{'1': 'with Entrance of the Gladiators (Julius Fučík) tease; ended with Buckethead on guitar', '2': 'with Greg Rzab on bass; with California Love (Tupac Shakur) jam', '3': 'with Linus and Lucy (Vince Guaraldi) teases', '4': 'with Brian Felix on keyboards', '5': 'just Kris, Ryan, and Joel (on keytar)', '6': 'debut in full, Van Halen; with Joel on keytar'}",,,,,,,,,,,,,
0,2004-12-31,"The Riviera Theatre, Chicago, IL, USA",Mini Kiss,"['The Best Show on Earth circus theme - with side shows, acrobats (Erika Gilfether and Andrew Adams), jugglers, and balloon animals']","{'1': ""with Ain't Talkin' 'bout Love (Van Halen) tease"", '2': 'with Mini Kiss on stage', '3': 'with Entrance of the Gladiators (Julius Fučík) tease', '4': 'debut, The Band; with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone', '5': 'with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone', '6': '""lounge version"" with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone', '7': '""lounge version"" with Kris on vocals, Jake on drums, and with with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone', '8': 'debut, Peter Gabriel; with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone', '9': 'with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone; with Mini Kiss on stage', '10': 'with two trapeze artists (Bridget Muldoon on audience right and Beth Stare on audience left) performing on trapezes at the front of the stage', '11': 'with My Name Is Mud (Primus) tease', '12': 'with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone; with two trapeze artists (Bridget Muldoon on audience right and Beth Stare on audience left) performing on trapezes at the front of the stage', '13': 'debut, The Beatles; with August Haas and Rob Parton on trumpet, Tim Sullivan on tenor saxophone, and Tom Matta on trombone', '14': 'Brendan and Jake started playing while off-stage; with Thunderstruck (AC/DC) tease'}",,,,,,,,,,,,,
0,2003-01-23,"The Buskirk-Chumley Theater, Bloomington, IN, USA",,['This was the first show with Kris Myers as a member of the band.'],"{'1': 'ended with Front Port jam and Nothing Else Matters (Metallica) tease', '2': 'part III only', '3': 'Began with Pipeline (The Chantays) tease', '4': 'with Jake on drums with Kris, then percussion; eventually, Kris was left alone on stage', '5': ""began with The Star-Spangled Banner (Francis Scott Key), Ain't Talkin' 'Bout Love (Van Halen), Panama (Van Halen), Thunderkiss 65 (Rob Zombie), Whole Lotta Love (Led Zeppelin), and Sweet Child o' Mine (Guns N' Roses) teases"", '6': ""with Jesu, Joy Of Man's Desiring (Johann Sebastian Bach), Flight Of The Bumblebee (Nikolai Rimsky-Korsakov), and Bouree In E Minor (Bach) teases"", '7': 'with You Should Be Dancing (Bee Gees) quotes'}",,,,,,,,,,,,,
0,2003-01-24,"The Temple Club, Lansing, MI, USA",,['with Seek & Destroy (Metallica) teases before Kabump'],"{'1': 'with The Spirit of Radio (Rush) and Much Obliged jams', '2': 'with Smell the Mitten jam and Stranglehold (Ted Nugent) tease', '3': 'with Gz Up, Hoes Down (Snoop Dogg) quote from Brendan', '4': 'with All In Time and Mullet (Over) teases and Nothing Too Fancy jam, Brendan on percussion', '5': 'with Jiggy teases'}",,,,,,,,,,,,,
0,2003-01-25,"Kalamazoo State Theatre, Kalamazoo, MI, USA",,"['with Highway to Hell (AC/DC) and YYZ (Rush) teases before In The Kitchen', 'with Unskinny Bop (Poison) tease before The Song Remains the Same']","{'1': 'with Ten Years Gone (Led Zeppelin) and Crazy Train (Ozzy Ozbourne) teases', '2': 'with Close Encounters of a Third Kind theme (John Williams) tease', '3': 'with Milestones (Miles Davis) tease', '4': 'with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease'}",,,,,,,,,,,,,
0,2003-01-28,"People's, Ames, IA, USA",,None,"{'1': 'with The Crooked One tease', '2': 'with Gypsy Queen (Santana) and Baker Street (Gerry Raferty) teases', '3': 'with You Really Got Me (The Kinks) jam', '4': 'with JaJunk tease', '5': 'part III only'}",,,,,,,,,,,,,
0,2003-01-29,"The Union Bar, Iowa City, IA, USA",Garaj Mahal,"[""with You Really Got Me (Van Halen) tease after Andy's Last Beer"", 'with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Dump City']","{'1': ""started out of Pee Wee's Big Adventure theme being played over the P.A."", '2': 'with Eric Levy on keys with Joel', '3': 'with Wabash (John Scofield) jam', '4': 'with Alan Hertz on timbales', '5': 'with Wappy Sprayberry and Glory jams and Merrily We Roll Along (Charlie Tobias, Murray Mencher, and Eddie Cantor) tease', '6': 'with Over the Hills and Far Away (Led Zeppelin) jam to open, sung over Smell the Mitten'}",,,,,,,,,,,,,
0,2003-01-30,"The Madison Theater, Peoria, IL, USA",Garaj Mahal,"['with Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease after Anchor Drops', 'with Africa (Toto) tease before Water']","{'1': 'with Hurt Bird Bath tease', '2': 'with Out of Order teases', '3': ""began with Hysteria (Def Leppard) tease and quote; other 80's teases throughout; also with Groovin' (The Young Rascals) jam and quotes"", '4': 'with Garaj Mahal', '5': 'debut, Garaj Mahal; with Garaj Mahal', '6': 'began with Seek and Destroy (Metallica) jam'}",,,,,,,,,,,,,
